account_id,principal_amount,product_type,region
900525,80837.34,cash_loan,Siberia
900572,42737.62,installment,South
900724,91950.73,cash_loan,Moscow
900870,152680.72,credit_card,Moscow
900963,28368.67,installment,South
901065,59451.99,credit_card,Ural
901211,62694.97,credit_card,Siberia
901277,39655.3,micro_loan,Moscow
901341,42137.99,installment,Ural
901435,52716.07,cash_loan,South
901446,43290.83,cash_loan,Moscow
901504,26331.92,micro_loan,Center
901695,123467.13,installment,Siberia
901707,22765.25,credit_card,Siberia
901798,190976.8,credit_card,Siberia
902018,54067.62,credit_card,South
902063,38373.47,micro_loan,Moscow
902103,79460.37,cash_loan,South
902149,38414.21,credit_card,SPB
902189,96289.12,cash_loan,Siberia
902199,30793.77,installment,Siberia
902231,40825.19,installment,Siberia
902268,29384.18,installment,South
902419,83133.76,installment,Moscow
902447,28203.72,credit_card,South
902655,194214.74,credit_card,Ural
902995,45938.25,installment,Ural
903211,95238.62,credit_card,Center
903304,142303.01,credit_card,Moscow
903337,58631.0,credit_card,SPB
903351,17437.48,cash_loan,SPB
903423,71620.01,cash_loan,Moscow
903443,26841.84,micro_loan,Center
903466,66339.26,credit_card,SPB
903590,67409.43,cash_loan,Ural
900029,60426.87,installment,Ural
900220,98944.65,cash_loan,Siberia
900298,90096.23,cash_loan,Ural
900351,72777.86,cash_loan,Moscow
900383,72421.04,credit_card,Moscow
900472,72638.32,installment,SPB
900511,41239.82,credit_card,Siberia
900648,85847.07,installment,Moscow
900670,59020.31,micro_loan,Ural
900764,100128.12,credit_card,South
900820,97585.7,cash_loan,Moscow
900926,7201.8,credit_card,Ural
901066,97165.73,installment,Moscow
901080,16269.33,micro_loan,South
901221,157235.07,installment,Ural
901240,37123.52,credit_card,Center
901282,48192.63,credit_card,Center
901494,63840.0,cash_loan,Center
901685,155102.3,credit_card,Moscow
901857,45472.82,installment,South
901940,29435.21,credit_card,Ural
902086,45831.18,credit_card,Center
902094,31489.69,micro_loan,SPB
902122,28678.26,micro_loan,South
902142,23054.63,installment,Moscow
902170,47334.46,credit_card,Center
902195,40986.97,micro_loan,Siberia
902222,29145.33,credit_card,Moscow
902276,51949.42,micro_loan,South
902295,63276.06,installment,South
902324,35992.88,installment,South
902382,137679.28,cash_loan,Siberia
902574,23912.29,installment,Center
902579,57604.01,cash_loan,Ural
902620,73622.57,micro_loan,Moscow
902899,33695.52,credit_card,Siberia
903001,86597.59,installment,Center
903040,84193.36,cash_loan,Moscow
903188,39879.89,cash_loan,Ural
903213,60309.27,credit_card,Moscow
903231,96956.31,micro_loan,South
903270,45156.26,micro_loan,Center
903454,18973.92,installment,Moscow
903470,12249.24,credit_card,Center
900004,55843.37,credit_card,Moscow
900018,25385.42,micro_loan,Moscow
900021,43324.97,cash_loan,Center
900460,136318.21,installment,SPB
900687,39588.26,cash_loan,Center
900722,51692.68,credit_card,South
900731,69877.62,installment,Moscow
900774,15074.08,credit_card,South
900830,68924.57,cash_loan,South
901093,68306.4,credit_card,Moscow
901156,68562.26,credit_card,Moscow
901255,34221.33,cash_loan,Moscow
901316,168562.48,cash_loan,Moscow
901427,21665.86,credit_card,Siberia
901540,41634.58,credit_card,Center
901604,23734.8,credit_card,Center
901624,28916.94,credit_card,Ural
901778,121920.48,credit_card,South
901781,56150.18,cash_loan,Siberia
901953,51073.11,micro_loan,Ural
901957,23716.26,cash_loan,Moscow
901979,68597.13,cash_loan,SPB
902207,43464.31,cash_loan,Siberia
902355,139595.35,micro_loan,Center
902428,36622.6,cash_loan,Ural
902534,44189.59,credit_card,South
902558,45735.75,credit_card,South
902596,56390.19,cash_loan,Center
902651,16604.4,installment,Moscow
902717,111352.33,credit_card,Siberia
902823,55487.37,cash_loan,Moscow
902835,25739.74,installment,Ural
902974,32943.03,credit_card,Siberia
903237,36386.13,credit_card,Moscow
903389,28335.79,credit_card,Siberia
903542,95954.17,credit_card,Moscow
900063,39144.9,installment,Center
900081,78342.85,cash_loan,Center
900121,32168.45,micro_loan,Center
900315,54427.61,installment,Siberia
900414,18211.2,micro_loan,Center
900488,37822.65,credit_card,Ural
900558,26776.14,credit_card,Siberia
900561,18024.16,credit_card,Ural
900661,77857.83,credit_card,Siberia
900681,126815.81,installment,South
900682,71998.31,cash_loan,South
900859,68299.75,micro_loan,Siberia
900864,16430.83,micro_loan,South
900869,29073.03,cash_loan,Moscow
900950,44251.63,micro_loan,Moscow
900971,85477.77,credit_card,Siberia
901145,59036.94,credit_card,Center
901187,33291.12,cash_loan,Ural
901383,24400.12,installment,South
901464,95036.8,installment,Moscow
901597,75067.45,cash_loan,South
901852,76451.92,installment,Moscow
901890,27183.34,installment,Ural
901920,44259.65,micro_loan,Moscow
902133,27598.98,cash_loan,Ural
902205,32414.9,micro_loan,Moscow
902232,58314.9,credit_card,South
902271,41994.78,micro_loan,Moscow
902433,55904.39,micro_loan,SPB
902524,48066.38,installment,Center
902548,18330.6,micro_loan,Ural
902568,40098.42,installment,Siberia
902613,63664.54,installment,Siberia
902682,62220.92,credit_card,Moscow
902783,40220.22,cash_loan,Siberia
902867,19174.99,credit_card,Moscow
903042,41294.65,cash_loan,South
903135,31550.19,cash_loan,Siberia
903173,182267.57,cash_loan,Siberia
903244,44190.17,cash_loan,SPB
903475,178489.65,credit_card,Ural
903526,24849.27,credit_card,South
903549,78665.23,installment,Siberia
903565,40319.26,cash_loan,Center
903569,121416.76,installment,Moscow
900173,44346.57,installment,Moscow
900485,39224.46,credit_card,Moscow
900522,75000.48,cash_loan,Center
900583,26233.03,micro_loan,Center
900615,146582.58,credit_card,Siberia
900642,53925.21,cash_loan,Moscow
900669,52712.15,installment,Moscow
900676,24438.97,credit_card,South
900717,12043.56,installment,South
900853,58661.66,credit_card,Moscow
900861,26701.74,cash_loan,Moscow
900862,74202.3,credit_card,South
900913,46640.94,cash_loan,Center
900930,48866.33,credit_card,Center
900968,68153.65,credit_card,SPB
901327,40078.46,cash_loan,Center
901473,120331.68,credit_card,South
901526,148752.84,cash_loan,Center
901623,113860.19,credit_card,Center
901644,47237.07,micro_loan,SPB
901673,26287.34,cash_loan,Center
901881,71324.81,micro_loan,South
901941,40539.16,credit_card,Siberia
901977,20798.35,credit_card,Center
902002,171949.07,installment,Center
902074,53329.56,cash_loan,Center
902084,129222.82,cash_loan,South
902095,60085.27,installment,Ural
902100,53748.81,credit_card,Moscow
902108,39262.74,cash_loan,Center
902112,65866.21,micro_loan,Center
902313,77091.46,installment,SPB
902393,17898.99,credit_card,Siberia
902397,79584.29,credit_card,SPB
902431,54001.7,cash_loan,Moscow
902518,58169.96,installment,South
902588,52862.26,installment,Moscow
902887,86282.12,cash_loan,South
902897,76391.2,cash_loan,SPB
902964,53317.67,cash_loan,Siberia
903161,48640.73,cash_loan,Moscow
903171,36476.16,installment,Center
900201,61136.4,installment,Ural
900475,157809.83,credit_card,Ural
900836,23612.15,installment,SPB
901039,25025.37,cash_loan,Center
901071,196512.34,credit_card,SPB
901153,73515.08,cash_loan,Ural
901215,28452.46,cash_loan,Ural
901252,79028.86,credit_card,SPB
901281,38682.36,credit_card,Ural
901284,25746.12,installment,Ural
901308,77049.61,micro_loan,Center
901387,121072.28,cash_loan,SPB
901599,73357.47,cash_loan,Center
901662,53968.36,credit_card,South
901905,53233.62,installment,Moscow
902026,26077.94,credit_card,Siberia
902040,21875.25,cash_loan,Center
902053,60661.79,cash_loan,Ural
902145,136351.25,installment,South
902266,58731.9,micro_loan,Center
902372,67481.5,installment,SPB
902446,36115.03,credit_card,Center
902573,107326.67,cash_loan,Moscow
902650,30640.8,credit_card,Ural
902751,80381.15,installment,Center
902878,28245.85,micro_loan,Siberia
903027,120220.84,installment,South
903105,76704.7,installment,Moscow
903114,44100.25,credit_card,Moscow
903163,56796.27,credit_card,Center
903375,57447.96,credit_card,Moscow
903378,34770.13,credit_card,Center
900198,75424.9,installment,Ural
900241,64611.55,credit_card,Siberia
900342,49542.85,cash_loan,Moscow
900417,50625.31,cash_loan,Center
900491,16753.98,credit_card,Siberia
900581,53835.42,credit_card,Center
900596,21294.98,credit_card,Center
900865,17910.43,cash_loan,Ural
900896,65766.62,cash_loan,Siberia
901070,61762.34,installment,South
901123,33392.22,micro_loan,Moscow
901136,90462.39,cash_loan,South
901371,25415.95,installment,Moscow
901456,92104.21,micro_loan,South
901484,126219.21,micro_loan,SPB
901537,89734.99,credit_card,Center
901697,35846.16,cash_loan,SPB
901703,34080.87,credit_card,Moscow
901907,31853.59,installment,Moscow
901969,64755.68,cash_loan,Ural
902034,78284.18,cash_loan,SPB
902041,23485.09,credit_card,Moscow
902047,23736.88,micro_loan,Siberia
902057,59268.94,cash_loan,Siberia
902060,66027.19,credit_card,Moscow
902062,32560.56,cash_loan,Ural
902211,36449.63,micro_loan,Siberia
902285,45055.87,cash_loan,Center
902637,83449.8,cash_loan,Center
902673,45603.19,installment,Ural
902692,137817.24,credit_card,Moscow
902735,23903.43,credit_card,SPB
902951,64601.32,cash_loan,Center
903078,98445.33,credit_card,Center
903100,60884.35,credit_card,Moscow
903112,139809.82,credit_card,Center
903154,38107.96,credit_card,Center
903198,89245.53,credit_card,SPB
903413,41507.93,cash_loan,South
903513,131888.52,micro_loan,Ural
903588,86482.78,credit_card,Ural
900006,116219.95,credit_card,Center
900078,54759.41,micro_loan,Siberia
900401,26161.08,installment,Moscow
900407,25390.16,micro_loan,South
900448,42445.38,credit_card,SPB
900517,21961.77,micro_loan,Ural
900541,34531.89,installment,Ural
900559,63590.38,cash_loan,Ural
900629,17849.76,installment,SPB
900781,47306.71,credit_card,Siberia
900990,78192.65,credit_card,SPB
901056,44513.76,installment,Moscow
901133,77555.9,cash_loan,Ural
901146,48595.77,cash_loan,South
901164,19503.57,cash_loan,Moscow
901171,42630.25,installment,Moscow
901176,61957.65,micro_loan,Center
901268,38238.28,installment,SPB
901342,27995.81,installment,Center
901351,62511.57,installment,Siberia
901364,39209.28,credit_card,Center
901512,41179.25,micro_loan,South
901667,80389.13,micro_loan,Moscow
901686,12769.79,credit_card,Siberia
901861,31177.74,credit_card,South
901869,52393.86,cash_loan,SPB
902058,53934.52,installment,SPB
902076,24156.41,credit_card,Moscow
902077,60942.38,installment,Center
902284,111469.13,micro_loan,South
902476,35960.92,installment,Center
902634,31556.45,credit_card,Moscow
902647,38814.64,installment,Moscow
902858,89844.77,credit_card,South
902901,21579.52,cash_loan,SPB
903043,22710.82,credit_card,SPB
903132,57654.13,installment,Siberia
903137,63949.89,cash_loan,Ural
903149,16346.19,installment,South
903151,17677.85,cash_loan,SPB
903164,36752.51,micro_loan,SPB
900005,28977.72,micro_loan,Center
900038,28718.0,credit_card,SPB
900041,41143.72,credit_card,Ural
900134,51697.03,credit_card,Ural
900172,13189.95,micro_loan,Moscow
900238,44180.87,micro_loan,Siberia
900422,74312.44,cash_loan,South
900454,107927.14,micro_loan,SPB
900564,59626.22,credit_card,South
900927,88746.32,credit_card,Ural
900943,43172.25,credit_card,Center
901013,49909.28,cash_loan,SPB
901122,172517.44,credit_card,Center
901216,69779.54,credit_card,Center
901607,14500.16,cash_loan,Moscow
901611,209210.23,credit_card,Ural
901717,21386.97,cash_loan,Moscow
901760,26263.43,credit_card,Center
901788,27051.96,credit_card,Center
901834,40058.82,installment,Moscow
901864,44036.87,credit_card,Moscow
901912,99399.92,cash_loan,Siberia
901961,32455.16,installment,Center
902117,77622.66,installment,Siberia
902192,39148.18,credit_card,Moscow
902367,92726.62,installment,SPB
902434,162748.12,micro_loan,SPB
902498,29060.67,cash_loan,Moscow
902565,82184.39,cash_loan,SPB
902580,38255.4,micro_loan,Center
902615,25486.63,cash_loan,Moscow
902668,47921.12,credit_card,Center
902681,39512.53,installment,Siberia
902684,63212.12,cash_loan,Moscow
902687,43777.46,cash_loan,Siberia
902752,14559.98,credit_card,Center
902780,58079.07,micro_loan,Ural
902844,74448.21,cash_loan,Siberia
902989,32101.11,cash_loan,South
903009,154187.47,credit_card,Siberia
903166,63268.26,micro_loan,South
903365,43236.81,installment,SPB
903376,73952.93,cash_loan,SPB
903474,117337.88,installment,Siberia
903489,25642.0,cash_loan,Moscow
900080,55318.04,installment,South
900099,35744.89,micro_loan,Siberia
900106,29436.8,credit_card,Center
900192,87721.02,credit_card,Ural
900227,22014.57,micro_loan,South
900489,75069.0,installment,South
900506,15334.84,credit_card,Siberia
900516,36292.01,installment,Moscow
900673,76509.83,cash_loan,Center
900720,63960.78,installment,South
900739,29668.35,credit_card,South
900802,26946.82,cash_loan,Ural
900974,60721.44,credit_card,Moscow
901017,88740.13,cash_loan,Center
901019,37848.89,cash_loan,Ural
901063,23088.55,micro_loan,Siberia
901183,157797.57,credit_card,Center
901420,96889.01,credit_card,Moscow
901458,80375.28,installment,SPB
901517,34932.87,cash_loan,Center
901617,51504.03,installment,Center
901694,65186.63,credit_card,Moscow
901723,99558.04,credit_card,Center
901755,7699.67,installment,Siberia
901777,38484.88,cash_loan,Moscow
901848,45693.77,installment,Moscow
901871,35715.19,cash_loan,Siberia
902050,44867.16,credit_card,SPB
902121,47123.1,micro_loan,SPB
902475,80503.54,installment,Moscow
902560,32406.96,cash_loan,South
902622,34497.25,credit_card,Moscow
902657,15365.7,cash_loan,Center
902701,25299.23,cash_loan,Ural
902784,54834.38,credit_card,Siberia
902832,58268.3,credit_card,Moscow
902859,12755.07,credit_card,Moscow
902886,26440.14,installment,South
902918,74411.84,credit_card,Moscow
902934,18309.96,micro_loan,Ural
902949,85801.62,credit_card,South
903034,13982.47,cash_loan,Ural
903189,85704.86,cash_loan,South
903380,60092.74,installment,Siberia
903393,29356.53,installment,SPB
903402,106990.05,cash_loan,Moscow
903427,66123.84,installment,Center
903479,30025.0,cash_loan,Center
900064,39410.87,cash_loan,Siberia
900171,47549.27,credit_card,Center
900210,64513.64,micro_loan,Siberia
900240,81946.92,cash_loan,Moscow
900290,39182.06,micro_loan,South
900309,40550.91,installment,Moscow
900612,59437.92,credit_card,Siberia
900805,41515.78,installment,SPB
900997,54110.4,installment,SPB
901086,42707.74,cash_loan,SPB
901144,49762.24,installment,Center
901259,13083.64,cash_loan,Center
901300,149240.12,cash_loan,Ural
901337,32608.95,micro_loan,South
901546,97218.46,cash_loan,Ural
901592,23325.45,cash_loan,Center
901682,28410.49,cash_loan,Siberia
901820,67793.58,micro_loan,SPB
901842,24068.75,micro_loan,SPB
902162,67811.71,cash_loan,Moscow
902169,73220.88,cash_loan,Moscow
902308,101502.48,installment,Ural
902442,49380.59,credit_card,Center
902448,48083.12,credit_card,SPB
902571,42483.65,micro_loan,Moscow
902740,69812.26,installment,Center
902980,123125.67,installment,Ural
903081,26561.94,credit_card,South
903108,90944.37,installment,Moscow
903148,97928.89,micro_loan,Moscow
903168,91210.67,micro_loan,Moscow
903176,36548.03,installment,South
903253,34543.23,installment,Center
903258,92800.46,credit_card,South
903343,68282.66,installment,Moscow
903405,17743.76,installment,Moscow
900002,67018.8,micro_loan,Siberia
900052,29193.5,credit_card,South
900070,57394.65,cash_loan,SPB
900103,33431.57,credit_card,Center
900203,31309.84,credit_card,Moscow
900205,31110.55,installment,Moscow
900214,55745.66,cash_loan,Ural
900471,28846.41,credit_card,Siberia
900789,24402.16,credit_card,Ural
900803,40022.04,credit_card,Moscow
900858,17818.39,installment,Center
900860,82902.76,cash_loan,Moscow
901118,35263.35,cash_loan,Center
901192,48084.27,credit_card,Center
901247,88606.13,cash_loan,Center
901258,66333.82,installment,Siberia
901287,40608.29,cash_loan,Ural
901394,87933.93,credit_card,Moscow
901402,31341.53,cash_loan,Moscow
901450,203382.04,installment,Siberia
901489,67544.99,credit_card,South
901531,92930.0,cash_loan,Center
901585,53910.53,credit_card,SPB
901601,95665.91,credit_card,Ural
901793,95232.11,micro_loan,SPB
901819,48585.98,credit_card,Moscow
901995,38566.87,installment,South
902013,40218.92,credit_card,Center
902015,41757.62,credit_card,Center
902048,72600.64,installment,Siberia
902270,29557.0,cash_loan,Siberia
902454,46732.22,installment,Center
902654,70385.79,micro_loan,Ural
903019,38547.42,micro_loan,South
903031,82907.74,credit_card,Moscow
903086,49271.23,credit_card,Moscow
903123,60425.46,cash_loan,Center
903185,22506.55,installment,Center
903255,46509.83,credit_card,Ural
903302,116285.97,cash_loan,South
903305,96666.22,installment,SPB
903346,60393.84,cash_loan,Moscow
903388,111085.23,credit_card,South
903424,17168.35,installment,Center
903428,62264.18,installment,South
903545,33980.83,credit_card,Ural
903577,26701.6,installment,Ural
903593,74026.03,installment,Siberia
900007,55610.21,cash_loan,Center
900143,42900.32,cash_loan,South
900188,40167.68,credit_card,South
900197,52741.12,micro_loan,Moscow
900305,26797.67,installment,Siberia
900389,45291.27,credit_card,Moscow
900435,58815.94,credit_card,SPB
900643,73087.77,credit_card,Siberia
900814,90888.98,micro_loan,Siberia
901134,53551.71,cash_loan,Center
901191,93168.07,cash_loan,South
901274,110954.35,credit_card,Ural
901412,62501.74,cash_loan,Center
901467,13769.97,cash_loan,Moscow
901542,49672.98,installment,South
901758,36277.11,micro_loan,Siberia
901772,43255.0,cash_loan,Moscow
901786,23406.29,micro_loan,Center
901846,79244.92,credit_card,Siberia
901910,34876.01,credit_card,Moscow
901939,60738.0,cash_loan,Center
902023,45676.98,installment,SPB
902182,62295.79,cash_loan,South
902257,53507.74,cash_loan,Moscow
902258,24944.09,cash_loan,South
902289,87827.53,credit_card,South
902376,132029.98,cash_loan,Ural
902389,24491.34,credit_card,Center
902391,120114.5,micro_loan,Center
902487,18896.15,cash_loan,Ural
902570,26086.62,micro_loan,SPB
902617,60111.9,credit_card,South
902641,74444.6,micro_loan,Moscow
902697,28284.82,installment,South
903002,81459.6,installment,Center
903107,60159.96,credit_card,Moscow
903261,28600.12,cash_loan,Ural
903306,47810.36,installment,Ural
903506,48066.67,micro_loan,Center
903510,15408.98,cash_loan,Ural
900276,32890.2,credit_card,Siberia
900427,56817.3,credit_card,South
900502,23453.37,cash_loan,Ural
900636,54073.02,credit_card,Center
900680,91171.45,micro_loan,SPB
900750,24199.95,micro_loan,South
900796,36212.14,cash_loan,Siberia
900903,8840.36,micro_loan,SPB
900905,49065.42,installment,SPB
900944,84563.19,installment,Ural
901055,141085.8,micro_loan,Center
901098,99927.39,cash_loan,Moscow
901365,153422.5,credit_card,Moscow
901555,80854.99,credit_card,Siberia
901569,38124.97,micro_loan,Ural
901833,35304.06,cash_loan,Moscow
901835,38822.76,cash_loan,South
901888,67148.2,credit_card,South
901970,27295.26,cash_loan,Center
901975,16889.5,installment,Center
901998,39168.48,cash_loan,Ural
902135,80894.56,cash_loan,South
902349,60947.32,credit_card,Moscow
902380,27414.78,installment,Siberia
902648,184780.25,micro_loan,Center
902678,120849.24,installment,South
902969,55121.3,installment,Center
902985,24602.84,installment,Moscow
903033,62822.3,cash_loan,Center
903111,37836.69,cash_loan,South
903193,101641.37,credit_card,South
903199,45707.16,micro_loan,Moscow
903257,28711.92,credit_card,Moscow
903372,119312.79,credit_card,Moscow
903383,61707.33,micro_loan,Ural
903548,63139.29,installment,Center
903566,121952.66,cash_loan,Center
903585,89056.67,credit_card,South
900154,24967.15,installment,SPB
900182,57082.33,installment,Center
900306,185473.29,micro_loan,Ural
900452,32845.28,credit_card,South
900480,59064.8,micro_loan,SPB
900496,27029.86,credit_card,South
900555,96662.2,installment,Center
900577,86655.2,credit_card,Moscow
900605,38593.49,micro_loan,SPB
900631,34106.59,installment,SPB
900690,145859.62,installment,Ural
900752,66031.37,cash_loan,Moscow
900828,100839.49,credit_card,Center
900835,13682.93,micro_loan,Siberia
900849,67637.28,credit_card,Center
900954,16695.19,micro_loan,Ural
900986,32228.48,installment,Center
901198,31821.1,installment,Center
901267,53545.41,credit_card,Moscow
901330,25912.42,installment,South
901541,20800.34,cash_loan,SPB
901602,129331.59,credit_card,Ural
901606,122428.01,installment,Siberia
901656,35344.25,installment,Siberia
901690,33578.24,installment,South
901747,129560.22,credit_card,Center
902011,25257.24,credit_card,Moscow
902021,78024.33,cash_loan,SPB
902102,42224.95,cash_loan,Ural
902120,94956.59,installment,South
902151,79613.92,cash_loan,South
902410,8606.06,credit_card,Center
902436,57241.12,credit_card,Center
902451,15092.58,micro_loan,Moscow
902466,60462.95,credit_card,SPB
902598,26575.47,installment,Moscow
902604,89979.23,credit_card,SPB
902711,123606.04,micro_loan,South
902771,14089.97,credit_card,South
902877,51501.16,cash_loan,Center
902960,16995.3,credit_card,Moscow
903045,62995.91,credit_card,Center
903059,55701.61,installment,South
903128,34769.28,credit_card,Center
903155,23124.52,cash_loan,SPB
903192,29969.62,credit_card,South
903371,24597.61,credit_card,Center
903447,35503.98,credit_card,SPB
903522,46766.02,credit_card,Center
900142,15046.62,credit_card,Siberia
900233,94179.36,cash_loan,Moscow
900291,13749.14,cash_loan,Ural
900316,3951.15,installment,Moscow
900360,30099.53,cash_loan,SPB
900361,103089.06,cash_loan,Siberia
900446,29516.55,installment,Siberia
900468,45051.06,credit_card,SPB
900486,85490.69,credit_card,Ural
900591,43889.74,cash_loan,South
900655,42050.88,cash_loan,Siberia
900772,43598.04,credit_card,South
900788,26558.42,cash_loan,Moscow
900932,170006.8,credit_card,Ural
900937,70858.62,credit_card,Center
900979,35423.27,installment,SPB
901015,40313.78,installment,Center
901018,26567.86,cash_loan,SPB
901232,49428.21,micro_loan,Center
901303,26826.36,installment,Center
901307,82078.72,cash_loan,SPB
901393,67723.29,cash_loan,Center
901405,52760.09,credit_card,Center
901792,42935.31,micro_loan,South
901827,80690.83,credit_card,Moscow
902157,90356.67,credit_card,Moscow
902281,53122.24,cash_loan,Moscow
902354,33481.36,cash_loan,Center
902417,178773.77,cash_loan,Siberia
902427,72132.58,credit_card,Siberia
902603,45556.1,cash_loan,SPB
902768,90276.04,micro_loan,Moscow
902846,99840.01,micro_loan,Center
902881,20621.28,cash_loan,SPB
903058,56316.83,cash_loan,Ural
903250,107473.35,cash_loan,Ural
903362,64163.15,micro_loan,Siberia
903374,37516.85,installment,Ural
903456,87229.09,credit_card,Center
903557,66134.51,credit_card,South
900123,88757.22,micro_loan,Moscow
900289,68492.72,cash_loan,Center
900294,36314.51,cash_loan,Center
900404,37930.24,cash_loan,South
900445,110804.72,cash_loan,South
900447,40575.7,installment,Center
900526,25771.35,credit_card,Ural
900995,24374.17,installment,Ural
901023,103700.34,credit_card,Center
901102,46006.94,installment,South
901149,89972.36,cash_loan,Moscow
901397,79941.31,installment,Siberia
901568,27492.38,credit_card,Moscow
901608,42756.45,cash_loan,Center
901699,55805.54,installment,Moscow
901764,31279.86,credit_card,South
901791,48405.88,credit_card,Center
901878,50951.24,cash_loan,Center
902082,48352.37,cash_loan,Moscow
902111,41667.85,credit_card,SPB
902137,135694.72,credit_card,Center
902252,50673.62,credit_card,Center
902287,100100.64,cash_loan,Ural
902316,39291.35,installment,SPB
902381,48492.89,cash_loan,Siberia
902627,36390.02,cash_loan,Siberia
902744,45275.58,credit_card,Center
902764,40147.54,credit_card,Moscow
903089,68554.32,micro_loan,South
903203,57817.26,credit_card,Center
903229,46868.3,micro_loan,SPB
903455,38161.33,credit_card,Ural
903472,69273.71,cash_loan,SPB
903499,29731.05,credit_card,Moscow
900014,43091.06,credit_card,SPB
900195,88812.61,cash_loan,Siberia
900212,69247.94,credit_card,South
900250,29624.47,credit_card,Siberia
900483,55809.05,credit_card,Center
900538,29337.72,installment,Center
900807,66793.61,credit_card,Moscow
900897,89052.18,installment,Siberia
900938,54739.57,credit_card,SPB
900972,47137.79,installment,Center
901022,53195.08,installment,SPB
901127,43255.72,credit_card,Moscow
901165,78062.78,installment,Moscow
901217,36666.42,installment,Siberia
901264,58321.29,cash_loan,Moscow
901519,45125.32,micro_loan,Center
901565,39966.36,cash_loan,SPB
901629,70665.63,cash_loan,Siberia
901709,11915.62,cash_loan,Moscow
901845,44933.05,installment,Center
901867,61886.14,credit_card,Moscow
902079,80105.74,micro_loan,Siberia
902183,178981.84,micro_loan,Center
902236,45258.96,credit_card,Ural
902311,12640.24,installment,Siberia
902334,49538.3,installment,SPB
902347,23593.91,credit_card,SPB
902611,44070.68,cash_loan,Center
902636,79591.33,cash_loan,SPB
902656,63313.13,credit_card,SPB
902705,46710.38,installment,Ural
902766,21102.17,cash_loan,SPB
902922,38867.01,micro_loan,South
903067,32767.52,installment,Moscow
903233,91055.43,credit_card,Ural
903296,46713.62,installment,South
903401,42706.84,cash_loan,Ural
903430,28671.69,credit_card,SPB
903554,46042.85,credit_card,SPB
900049,77526.42,installment,Siberia
900296,59853.76,credit_card,Center
900322,125479.76,credit_card,Center
900442,53313.06,cash_loan,Center
900499,94860.17,cash_loan,Center
900507,50080.07,installment,Siberia
900565,70375.14,credit_card,Center
900595,56616.77,installment,Ural
900597,27317.91,credit_card,SPB
900800,159744.66,credit_card,Center
900886,53425.73,cash_loan,Ural
900982,92593.53,cash_loan,Moscow
901077,38696.21,credit_card,SPB
901101,156557.83,micro_loan,Center
901313,27371.3,cash_loan,Ural
901413,66622.27,cash_loan,SPB
901465,25627.35,micro_loan,SPB
901521,34422.65,cash_loan,SPB
901544,107731.46,micro_loan,Moscow
901562,67880.79,cash_loan,Ural
901574,26441.89,installment,Siberia
901595,61248.47,credit_card,Center
901769,25221.32,installment,South
901850,123092.26,credit_card,Center
901893,137555.58,micro_loan,Center
901976,68824.42,credit_card,Siberia
902114,127870.11,cash_loan,Center
902136,31332.88,micro_loan,South
902277,31108.88,installment,South
902339,27433.49,cash_loan,South
902458,23705.16,micro_loan,Center
902741,49685.61,micro_loan,Center
902851,244695.0,cash_loan,Ural
902915,120159.55,cash_loan,Ural
903088,74167.21,cash_loan,Moscow
903178,28525.67,credit_card,Moscow
903243,86688.82,cash_loan,South
903265,53623.72,cash_loan,Center
903379,153400.29,installment,SPB
903411,53119.22,cash_loan,Center
903498,113900.02,credit_card,Moscow
900092,61841.39,installment,Ural
900133,75358.15,cash_loan,Siberia
900140,51262.69,credit_card,Moscow
900196,55858.2,credit_card,Ural
900319,35258.25,credit_card,SPB
900487,80789.6,credit_card,South
900551,23745.66,installment,Moscow
900600,26033.82,installment,Moscow
900811,54469.11,micro_loan,SPB
901053,75313.82,credit_card,Siberia
901113,89067.99,credit_card,Moscow
901151,34822.83,credit_card,Ural
901254,56278.81,cash_loan,Siberia
901273,182016.15,installment,Moscow
901377,65479.27,micro_loan,SPB
901380,15097.91,credit_card,Moscow
901508,20354.37,credit_card,Moscow
901698,17090.6,installment,South
901756,42990.96,cash_loan,Moscow
901823,35807.77,credit_card,South
901915,164557.04,credit_card,Ural
901955,32521.95,micro_loan,Siberia
901962,20720.86,installment,South
902068,92656.24,cash_loan,SPB
902098,57718.81,cash_loan,Moscow
902184,44732.77,credit_card,Siberia
902582,47974.83,credit_card,South
902605,25123.79,credit_card,Siberia
902693,93887.96,credit_card,South
903075,33132.3,credit_card,Moscow
903165,108827.77,credit_card,SPB
903209,48986.63,installment,Moscow
903421,109213.43,credit_card,Center
903434,117294.13,credit_card,Ural
903509,80500.29,credit_card,Moscow
903525,53183.63,installment,Moscow
903527,49467.34,credit_card,Center
903529,55164.91,installment,Ural
900032,110240.54,credit_card,South
900072,57982.22,micro_loan,Center
900087,44407.11,cash_loan,South
900295,45254.34,credit_card,Ural
900364,44652.19,credit_card,SPB
900408,121014.78,installment,Center
900464,38806.88,installment,Ural
900465,46920.85,credit_card,Siberia
900576,19712.17,credit_card,SPB
900656,55074.08,micro_loan,Siberia
900665,50610.87,credit_card,Ural
900777,133283.67,credit_card,Siberia
900881,137751.16,cash_loan,Center
901037,39627.73,micro_loan,SPB
901088,47646.37,micro_loan,South
901115,19262.94,credit_card,Center
901150,112080.38,cash_loan,Center
901332,57741.79,installment,SPB
901421,83300.49,cash_loan,Moscow
901441,19710.94,credit_card,Ural
901534,48669.26,installment,Center
