event_id,case_id,event_dttm,channel,contact_result
680,263,2026-01-16 19:06:00,sms,Promise
1233,477,2026-03-07 16:53:00,call,RPC
2263,856,2026-01-14 13:57:00,sms,No answer
2788,1052,2026-03-02 08:49:00,call,RPC
3653,1389,2026-01-30 10:02:00,sms,No answer
1731,656,2026-02-06 18:04:00,sms,RPC
132,50,2026-02-12 19:09:00,call,Promise
4928,1864,2026-03-28 15:40:00,call,RPC
3366,1276,2026-04-06 19:07:00,call,Promise
5310,1988,2026-03-31 16:17:00,sms,Promise
617,240,2026-01-17 17:08:00,email,Promise
2949,1111,2026-03-14 20:47:00,call,No answer
2594,987,2026-02-13 08:34:00,call,No answer
448,171,2026-03-10 19:19:00,call,RPC
2899,1095,2026-03-04 11:06:00,call,No answer
6411,2402,2026-03-23 19:51:00,sms,No answer
4889,1845,2026-03-12 20:51:00,email,RPC
4039,1528,2026-03-30 10:22:00,call,RPC
3907,1480,2026-03-06 14:25:00,call,Promise
6325,2366,2026-02-20 18:52:00,call,RPC
3251,1224,2026-03-26 20:02:00,call,Promise
1722,652,2026-01-12 13:07:00,call,No answer
5366,2010,2026-01-16 13:23:00,call,No answer
1119,431,2026-01-01 17:25:00,call,No answer
4652,1753,2026-03-04 08:26:00,call,RPC
6862,2559,2026-02-08 08:09:00,call,Wrong number
728,280,2026-01-05 20:42:00,call,RPC
3420,1301,2026-02-19 09:21:00,call,No answer
1864,709,2026-02-04 19:21:00,sms,Promise
1717,651,2026-03-31 19:47:00,email,RPC
165,60,2026-01-03 20:21:00,call,Promise
3615,1375,2026-02-27 12:37:00,call,RPC
4771,1794,2026-02-02 09:29:00,call,No answer
5097,1914,2026-02-22 12:25:00,sms,No answer
1571,605,2026-03-24 15:59:00,call,Promise
3242,1222,2026-02-08 15:00:00,call,Wrong number
3889,1475,2026-03-30 12:37:00,call,RPC
10,4,2026-03-27 19:39:00,sms,Promise
138,52,2026-02-04 14:31:00,call,Promise
86,33,2026-02-14 12:56:00,sms,Promise
3589,1363,2026-03-28 08:12:00,sms,No answer
3312,1252,2026-01-11 20:51:00,email,RPC
2675,1013,2026-04-02 20:22:00,sms,RPC
3571,1353,2026-03-13 13:07:00,sms,Promise
6866,2560,2026-03-07 11:46:00,sms,No answer
6000,2253,2026-02-20 08:27:00,sms,RPC
5338,2000,2026-04-03 15:38:00,sms,Promise
3745,1424,2026-03-30 08:24:00,call,No answer
5417,2028,2026-03-18 09:02:00,call,No answer
1662,631,2026-03-18 08:19:00,sms,No answer
444,170,2026-01-22 14:25:00,call,RPC
2756,1042,2026-03-25 09:44:00,call,RPC
2246,850,2026-02-10 13:38:00,call,Promise
5998,2253,2026-02-18 13:36:00,sms,RPC
1819,692,2026-03-22 12:15:00,call,Promise
1519,581,2026-04-01 18:50:00,call,Promise
5448,2036,2026-03-21 09:44:00,sms,Promise
3296,1244,2026-03-02 17:23:00,call,No answer
6092,2287,2026-01-08 16:46:00,sms,No answer
1217,472,2026-02-05 14:56:00,email,Promise
3379,1283,2026-02-02 20:56:00,sms,No answer
3908,1481,2026-03-07 20:54:00,email,Promise
2680,1016,2026-02-15 12:54:00,sms,Promise
347,138,2026-03-19 09:26:00,call,Promise
2280,867,2026-03-29 16:37:00,call,RPC
4721,1778,2026-02-06 08:06:00,sms,RPC
4086,1544,2026-04-02 20:35:00,sms,RPC
6418,2405,2026-01-19 13:36:00,call,RPC
1273,494,2026-03-07 16:10:00,sms,No answer
6736,2504,2026-02-01 17:08:00,call,RPC
3019,1131,2026-04-09 19:01:00,call,No answer
928,361,2026-02-16 08:42:00,email,RPC
6648,2480,2026-01-11 09:41:00,call,Wrong number
5037,1896,2026-03-14 10:03:00,call,RPC
3368,1280,2026-02-16 09:25:00,call,No answer
2279,866,2026-01-31 19:48:00,email,RPC
172,63,2026-01-16 10:22:00,call,RPC
1735,659,2026-04-13 08:00:00,call,RPC
5539,2071,2026-02-17 08:30:00,call,No answer
3518,1335,2026-01-13 16:37:00,call,Wrong number
2069,784,2026-01-24 09:38:00,sms,RPC
2497,944,2026-02-17 13:42:00,call,No answer
3734,1421,2026-02-05 16:29:00,sms,No answer
359,142,2026-02-28 18:36:00,sms,RPC
6203,2321,2026-04-04 18:42:00,call,RPC
2587,983,2026-02-15 12:34:00,email,No answer
6269,2341,2026-01-23 11:53:00,call,RPC
4355,1642,2026-02-24 14:21:00,call,No answer
6750,2513,2026-01-21 11:04:00,call,Promise
1505,578,2026-02-08 12:33:00,email,No answer
6813,2539,2026-03-09 13:26:00,call,No answer
1655,630,2026-02-13 10:23:00,sms,RPC
5664,2115,2026-02-17 14:18:00,call,RPC
6152,2309,2026-02-13 09:54:00,call,Wrong number
6582,2455,2026-02-20 13:00:00,call,No answer
3812,1448,2026-02-01 09:56:00,call,Wrong number
306,123,2026-01-31 11:40:00,call,RPC
3630,1380,2026-04-03 09:38:00,call,No answer
3515,1334,2026-03-21 14:50:00,call,No answer
913,352,2026-02-07 14:35:00,email,RPC
3209,1208,2026-01-28 08:11:00,call,RPC
877,340,2026-01-19 15:58:00,sms,Promise
1439,556,2026-02-10 14:51:00,call,Promise
1001,389,2026-01-09 14:05:00,call,Wrong number
5003,1884,2026-04-01 10:05:00,call,RPC
200,78,2026-03-15 14:55:00,call,Promise
3274,1232,2026-01-15 19:56:00,sms,RPC
2212,835,2026-03-22 17:34:00,call,RPC
6480,2423,2026-03-19 14:35:00,call,RPC
2389,908,2026-03-03 11:51:00,call,RPC
1445,560,2026-02-15 16:48:00,call,RPC
2689,1019,2026-02-13 17:52:00,email,No answer
5847,2180,2026-01-20 14:46:00,sms,Wrong number
4704,1772,2026-04-09 17:57:00,sms,Promise
5054,1902,2026-02-15 11:04:00,call,Promise
3115,1173,2026-03-22 15:12:00,call,Promise
6720,2497,2026-04-01 16:07:00,sms,Promise
4135,1564,2026-01-05 14:12:00,call,No answer
2995,1123,2026-02-01 11:45:00,sms,Promise
5082,1909,2026-03-24 16:28:00,call,No answer
1922,728,2026-04-07 20:36:00,call,No answer
2396,909,2026-03-15 18:51:00,call,Promise
6244,2333,2026-01-17 18:11:00,call,Promise
2022,766,2026-04-01 10:34:00,sms,RPC
1247,481,2026-02-14 19:35:00,call,Promise
2572,976,2026-04-08 11:39:00,call,Promise
6422,2406,2026-04-05 15:58:00,call,Promise
5828,2175,2026-03-27 20:33:00,email,No answer
1598,614,2026-03-21 20:42:00,call,No answer
6938,2592,2026-03-16 20:04:00,call,No answer
3362,1275,2026-02-14 20:27:00,sms,No answer
2916,1099,2026-02-21 11:50:00,email,No answer
5690,2126,2026-04-05 15:14:00,sms,No answer
4212,1588,2026-01-10 14:57:00,call,RPC
1268,490,2026-02-15 20:18:00,sms,No answer
5758,2151,2026-01-23 11:49:00,sms,No answer
4303,1624,2026-01-26 20:05:00,call,Promise
19,9,2026-03-06 19:12:00,call,RPC
4781,1797,2026-04-04 20:24:00,sms,RPC
5717,2135,2026-01-22 08:31:00,call,No answer
4663,1757,2026-02-19 09:10:00,sms,RPC
2522,955,2026-02-13 10:31:00,call,No answer
272,101,2026-03-22 14:08:00,sms,Promise
781,301,2026-02-23 11:11:00,sms,RPC
6012,2258,2026-02-07 09:03:00,call,Promise
1299,503,2026-02-10 09:08:00,call,No answer
3640,1384,2026-01-27 11:06:00,call,RPC
1185,457,2026-01-27 19:44:00,sms,RPC
5706,2131,2026-01-24 16:28:00,sms,Promise
2238,847,2026-04-05 13:23:00,call,Promise
282,106,2026-01-17 12:58:00,sms,RPC
6776,2522,2026-03-18 19:06:00,call,No answer
4175,1575,2026-02-21 18:31:00,call,RPC
4974,1876,2026-03-07 17:27:00,call,No answer
1742,662,2026-02-02 20:34:00,call,Promise
6746,2510,2026-01-18 18:18:00,sms,RPC
3338,1264,2026-02-16 12:31:00,call,No answer
5680,2121,2026-02-19 20:08:00,call,No answer
3007,1127,2026-04-13 20:37:00,sms,No answer
150,54,2026-01-23 17:56:00,sms,No answer
3189,1200,2026-03-04 09:26:00,call,RPC
1464,566,2026-02-11 16:13:00,call,No answer
2528,958,2026-03-10 18:36:00,call,Promise
5878,2192,2026-02-27 17:24:00,sms,RPC
2945,1110,2026-04-04 17:03:00,call,Promise
6726,2500,2026-03-23 18:52:00,call,RPC
1398,544,2026-01-04 09:52:00,sms,No answer
405,156,2026-03-03 13:52:00,call,No answer
2911,1099,2026-02-14 12:49:00,call,RPC
886,345,2026-03-31 19:33:00,call,No answer
2395,909,2026-03-16 11:50:00,sms,RPC
4434,1678,2026-03-24 10:52:00,call,No answer
6080,2279,2026-02-24 15:44:00,call,No answer
5876,2192,2026-02-25 13:38:00,call,No answer
5234,1961,2026-01-27 13:14:00,call,RPC
5993,2249,2026-02-16 15:15:00,call,No answer
2383,904,2026-02-11 17:34:00,call,Wrong number
143,53,2026-02-15 16:14:00,call,RPC
6810,2538,2026-02-23 13:03:00,sms,Promise
3231,1218,2026-02-15 18:24:00,sms,No answer
5910,2209,2026-04-13 10:08:00,sms,No answer
2755,1042,2026-03-27 11:33:00,call,No answer
1031,399,2026-01-19 09:28:00,sms,RPC
5376,2014,2026-02-11 08:13:00,call,Promise
5045,1899,2026-02-21 14:20:00,sms,Wrong number
547,206,2026-02-18 10:54:00,call,No answer
1489,573,2026-02-09 15:41:00,sms,Promise
6119,2296,2026-01-25 15:13:00,sms,No answer
5537,2070,2026-04-01 16:17:00,email,Promise
6583,2456,2026-02-24 10:52:00,call,RPC
3023,1132,2026-02-28 08:55:00,call,Promise
1780,678,2026-03-22 15:58:00,sms,RPC
5907,2208,2026-02-07 16:48:00,sms,No answer
4859,1832,2026-03-18 14:04:00,sms,Promise
1814,691,2026-02-16 08:07:00,call,No answer
3178,1197,2026-03-19 11:23:00,call,RPC
2537,961,2026-01-05 09:12:00,email,No answer
682,264,2026-03-25 11:53:00,sms,No answer
5982,2244,2026-03-16 15:52:00,call,No answer
1517,581,2026-03-28 12:09:00,sms,No answer
447,170,2026-01-29 15:08:00,call,No answer
6894,2576,2026-01-14 10:50:00,call,RPC
5505,2057,2026-01-21 13:24:00,call,Promise
3854,1461,2026-01-18 19:42:00,call,Promise
6775,2522,2026-03-17 08:32:00,email,Promise
3638,1382,2026-03-05 09:42:00,call,No answer
5497,2055,2026-02-19 18:06:00,call,Promise
5434,2032,2026-01-31 14:08:00,call,No answer
3655,1390,2026-01-15 09:13:00,call,No answer
5483,2049,2026-02-06 09:47:00,call,No answer
3422,1301,2026-02-19 10:10:00,sms,RPC
2466,933,2026-02-08 11:52:00,call,RPC
2275,864,2026-02-20 15:31:00,call,Promise
3020,1132,2026-02-18 20:43:00,call,RPC
6133,2302,2026-03-09 18:02:00,sms,RPC
4588,1735,2026-01-05 14:45:00,call,No answer
6034,2265,2026-03-16 15:51:00,sms,Promise
5396,2021,2026-02-21 18:51:00,sms,No answer
3647,1387,2026-03-26 08:55:00,call,No answer
5344,2002,2026-03-17 20:41:00,call,RPC
3358,1274,2026-02-12 12:29:00,email,RPC
6298,2352,2026-01-18 18:05:00,call,No answer
6851,2555,2026-03-19 11:22:00,email,Wrong number
6663,2483,2026-04-07 16:39:00,call,RPC
2634,998,2026-02-09 20:38:00,email,No answer
988,385,2026-03-19 08:43:00,call,Promise
3295,1244,2026-03-04 20:55:00,call,RPC
5930,2219,2026-02-22 10:25:00,sms,Promise
5435,2032,2026-01-19 16:32:00,call,No answer
1710,646,2026-01-19 13:44:00,sms,No answer
6954,2598,2026-01-22 12:27:00,call,No answer
3780,1437,2026-04-10 15:30:00,call,No answer
4760,1790,2026-01-14 15:42:00,call,Wrong number
4099,1552,2026-02-03 10:56:00,call,RPC
1824,693,2026-03-17 10:22:00,sms,No answer
1885,715,2026-04-06 18:13:00,call,Promise
4293,1622,2026-02-23 12:57:00,sms,RPC
1661,631,2026-03-14 19:26:00,call,Promise
5836,2177,2026-04-11 14:00:00,call,No answer
4230,1597,2026-03-15 12:01:00,sms,No answer
4112,1557,2026-04-12 17:35:00,call,No answer
126,48,2026-01-23 11:48:00,sms,No answer
4948,1869,2026-02-21 11:12:00,sms,No answer
1019,396,2026-01-25 18:16:00,call,RPC
4164,1572,2026-01-15 17:41:00,sms,Wrong number
4035,1528,2026-04-01 08:04:00,sms,Promise
5948,2226,2026-04-04 10:26:00,call,No answer
3036,1138,2026-04-13 10:59:00,call,Promise
1891,717,2026-03-23 11:17:00,sms,No answer
784,301,2026-02-24 08:41:00,sms,No answer
62,27,2026-03-20 11:13:00,call,RPC
1944,734,2026-03-01 19:00:00,call,Promise
1090,418,2026-02-09 14:16:00,call,Wrong number
6213,2323,2026-01-23 19:05:00,sms,RPC
3109,1169,2026-03-23 19:21:00,sms,RPC
4439,1679,2026-04-09 20:55:00,call,No answer
4466,1689,2026-04-02 17:27:00,sms,RPC
1132,435,2026-03-25 16:06:00,call,No answer
895,348,2026-02-26 20:18:00,call,No answer
228,87,2026-04-03 11:04:00,sms,RPC
2085,789,2026-02-22 19:22:00,call,Wrong number
5401,2023,2026-02-13 20:12:00,sms,No answer
6395,2394,2026-02-05 13:38:00,sms,Wrong number
2044,773,2026-02-07 17:00:00,email,Promise
1483,570,2026-03-01 20:58:00,call,Promise
4833,1822,2026-03-08 20:17:00,call,Promise
6155,2309,2026-02-08 17:06:00,call,Promise
5834,2177,2026-04-06 11:51:00,call,No answer
6833,2549,2026-02-07 10:56:00,call,Promise
1947,736,2026-01-13 19:28:00,call,No answer
4590,1736,2026-01-21 20:13:00,sms,RPC
3224,1216,2026-02-11 10:31:00,sms,RPC
3052,1145,2026-02-17 12:09:00,call,No answer
4194,1583,2026-03-13 14:35:00,call,RPC
1508,579,2026-02-26 12:22:00,email,RPC
3810,1447,2026-02-08 08:21:00,sms,No answer
3221,1214,2026-03-14 19:39:00,call,No answer
5826,2174,2026-03-21 08:05:00,email,RPC
1729,655,2026-03-03 15:05:00,sms,No answer
6767,2518,2026-03-30 12:17:00,call,No answer
903,351,2026-03-20 13:20:00,call,RPC
2512,952,2026-03-12 18:59:00,sms,Promise
2180,825,2026-02-19 09:27:00,sms,Promise
3950,1494,2026-02-06 17:07:00,call,No answer
5201,1947,2026-04-05 15:24:00,call,RPC
6077,2279,2026-03-03 18:29:00,call,No answer
4115,1558,2026-01-29 18:24:00,sms,No answer
4516,1707,2026-01-31 12:45:00,sms,No answer
2561,969,2026-02-12 14:15:00,call,No answer
6552,2444,2026-01-21 19:10:00,email,Wrong number
4731,1781,2026-01-13 10:59:00,call,No answer
5222,1956,2026-02-21 10:07:00,call,Wrong number
6609,2466,2026-03-31 16:46:00,sms,No answer
5631,2103,2026-02-07 08:46:00,call,No answer
5554,2075,2026-01-27 19:02:00,call,RPC
569,215,2026-02-05 14:55:00,call,Wrong number
5025,1889,2026-02-19 15:57:00,sms,Promise
26,14,2026-01-23 12:13:00,sms,No answer
5980,2244,2026-03-20 16:07:00,call,No answer
3269,1229,2026-02-28 11:17:00,call,No answer
4131,1563,2026-02-13 13:28:00,sms,No answer
3446,1306,2026-03-17 14:17:00,email,No answer
1665,632,2026-02-21 11:58:00,email,Wrong number
537,200,2026-01-26 11:43:00,email,No answer
3118,1174,2026-03-18 14:51:00,call,No answer
5182,1940,2026-02-09 18:12:00,call,No answer
2981,1119,2026-02-04 09:52:00,call,No answer
5929,2219,2026-02-19 14:10:00,call,RPC
177,65,2026-02-12 18:02:00,call,No answer
5052,1901,2026-03-22 12:03:00,sms,No answer
4847,1825,2026-01-17 17:10:00,sms,No answer
423,160,2026-01-29 17:26:00,sms,No answer
5817,2170,2026-02-11 10:36:00,call,No answer
4626,1746,2026-04-07 18:50:00,sms,RPC
3252,1224,2026-03-20 17:19:00,email,No answer
3137,1181,2026-03-29 14:59:00,call,RPC
1385,540,2026-04-10 20:53:00,sms,RPC
2347,893,2026-02-03 16:43:00,email,No answer
1253,482,2026-03-18 12:39:00,sms,No answer
4339,1635,2026-03-13 11:43:00,call,No answer
2599,989,2026-03-13 10:38:00,call,Promise
1254,482,2026-03-22 10:00:00,call,No answer
5134,1928,2026-02-28 15:15:00,call,No answer
4259,1605,2026-02-07 19:37:00,sms,Promise
6133,2302,2026-03-09 20:48:00,sms,RPC
1703,644,2026-02-11 09:58:00,sms,Wrong number
5861,2185,2026-02-27 16:00:00,sms,No answer
674,260,2026-03-09 08:03:00,call,No answer
6555,2445,2026-04-03 20:01:00,call,No answer
4391,1657,2026-02-23 08:11:00,call,No answer
4623,1745,2026-02-14 13:47:00,call,RPC
6255,2338,2026-04-07 11:11:00,call,Promise
5759,2151,2026-01-19 17:55:00,sms,Wrong number
5900,2206,2026-02-08 13:30:00,sms,No answer
5142,1932,2026-04-06 09:53:00,call,No answer
5155,1935,2026-04-15 17:47:00,email,RPC
3883,1470,2026-03-05 16:37:00,call,No answer
2590,984,2026-03-28 16:44:00,call,RPC
6573,2451,2026-03-15 13:26:00,call,No answer
2598,989,2026-03-20 08:14:00,call,No answer
4401,1661,2026-03-10 09:28:00,sms,Wrong number
546,206,2026-02-02 13:14:00,call,Promise
3764,1429,2026-01-27 17:10:00,sms,RPC
5822,2173,2026-01-25 15:32:00,call,No answer
6948,2595,2026-03-17 13:18:00,sms,No answer
6770,2519,2026-02-12 10:38:00,call,No answer
2351,894,2026-01-27 14:27:00,call,No answer
1776,677,2026-02-11 10:28:00,sms,No answer
765,293,2026-03-02 12:31:00,email,Wrong number
2739,1037,2026-02-01 15:16:00,call,RPC
6401,2397,2026-03-30 08:52:00,call,RPC
4015,1520,2026-02-20 16:42:00,email,RPC
482,182,2026-03-11 15:20:00,email,RPC
3167,1194,2026-02-24 11:43:00,call,Promise
6093,2287,2026-01-20 10:34:00,call,Promise
1890,716,2026-03-03 15:46:00,call,Promise
3568,1351,2026-03-05 19:53:00,call,Promise
5547,2073,2026-03-09 16:17:00,email,RPC
5504,2057,2026-01-22 12:25:00,sms,No answer
6129,2301,2026-03-19 16:39:00,sms,RPC
6511,2432,2026-01-31 13:10:00,sms,No answer
387,153,2026-01-26 09:11:00,sms,RPC
4380,1652,2026-04-10 19:43:00,call,RPC
534,199,2026-02-07 11:53:00,call,Wrong number
3875,1469,2026-03-08 17:04:00,sms,Wrong number
2875,1082,2026-01-10 18:25:00,call,No answer
2476,937,2026-04-02 15:34:00,sms,Promise
1337,519,2026-04-07 18:32:00,call,No answer
5599,2093,2026-03-21 19:03:00,sms,Promise
5139,1929,2026-03-16 09:27:00,sms,No answer
5906,2208,2026-02-11 12:17:00,call,Wrong number
6073,2277,2026-01-28 19:12:00,call,No answer
5367,2010,2026-01-07 11:41:00,call,RPC
459,175,2026-04-04 16:44:00,call,No answer
1173,453,2026-02-08 08:42:00,sms,No answer
6323,2366,2026-02-25 11:22:00,call,Promise
5395,2021,2026-02-21 17:06:00,call,No answer
2673,1013,2026-04-11 11:38:00,sms,Promise
1727,653,2026-03-08 12:16:00,sms,Promise
42,19,2026-02-03 20:42:00,call,No answer
329,131,2026-01-18 16:25:00,sms,RPC
4614,1744,2026-03-06 08:25:00,call,No answer
3321,1256,2026-01-29 09:42:00,call,Promise
3520,1335,2026-01-25 17:27:00,call,Promise
5502,2056,2026-01-06 13:09:00,sms,RPC
6605,2465,2026-04-13 18:52:00,email,RPC
6908,2582,2026-02-05 18:43:00,call,Wrong number
4679,1765,2026-02-17 19:18:00,sms,No answer
4049,1531,2026-03-20 12:37:00,email,No answer
6472,2421,2026-03-04 20:41:00,call,RPC
5471,2046,2026-02-02 12:46:00,sms,RPC
5708,2132,2026-03-09 10:17:00,sms,RPC
147,53,2026-02-08 17:50:00,sms,RPC
1272,493,2026-01-11 13:14:00,call,RPC
5535,2070,2026-03-30 17:18:00,call,RPC
1512,580,2026-03-01 09:17:00,sms,No answer
1747,665,2026-03-13 08:04:00,sms,No answer
2515,954,2026-04-13 11:37:00,call,Wrong number
6804,2536,2026-03-07 19:37:00,call,RPC
3291,1242,2026-03-20 14:46:00,call,No answer
2612,991,2026-02-15 12:21:00,email,Wrong number
6464,2419,2026-04-11 20:23:00,call,No answer
2197,831,2026-02-04 11:10:00,call,Promise
316,126,2026-01-22 13:51:00,call,RPC
2900,1095,2026-03-15 08:03:00,sms,Promise
5952,2227,2026-03-19 13:35:00,call,No answer
4251,1603,2026-02-21 18:43:00,call,Wrong number
2633,998,2026-02-01 08:43:00,call,No answer
809,314,2026-03-19 18:17:00,sms,No answer
3751,1425,2026-03-14 20:48:00,call,RPC
2489,941,2026-01-20 12:07:00,sms,RPC
1606,616,2026-02-09 12:02:00,sms,RPC
804,311,2026-03-24 08:46:00,sms,Promise
2580,980,2026-02-22 12:39:00,sms,RPC
929,362,2026-02-11 10:23:00,sms,Wrong number
2424,919,2026-03-17 15:53:00,call,No answer
3887,1473,2026-02-25 12:31:00,call,RPC
6090,2285,2026-02-13 19:59:00,sms,RPC
1844,699,2026-03-30 17:28:00,call,RPC
4734,1782,2026-01-25 20:58:00,sms,RPC
3060,1149,2026-02-28 16:56:00,call,No answer
24,13,2026-02-24 14:30:00,call,Wrong number
1071,412,2026-04-10 17:44:00,call,No answer
1907,721,2026-02-02 08:27:00,call,RPC
5813,2170,2026-02-09 20:51:00,call,Promise
6622,2471,2026-04-08 16:42:00,call,No answer
1126,433,2026-03-18 17:28:00,call,RPC
980,383,2026-01-16 10:57:00,call,No answer
5328,1995,2026-04-07 19:58:00,call,RPC
4347,1640,2026-04-04 11:04:00,sms,No answer
1553,598,2026-02-27 14:38:00,call,RPC
1979,750,2026-01-31 15:21:00,call,No answer
4246,1602,2026-02-11 19:56:00,sms,No answer
6784,2527,2026-03-23 14:14:00,call,No answer
2294,873,2026-03-26 17:32:00,call,RPC
3796,1443,2026-04-11 10:08:00,email,RPC
1779,678,2026-03-23 09:30:00,call,RPC
6551,2444,2026-01-19 16:08:00,call,Promise
6023,2262,2026-01-17 13:45:00,call,No answer
3282,1235,2026-01-20 11:38:00,call,RPC
3309,1249,2026-03-28 08:43:00,sms,No answer
853,331,2026-04-09 12:02:00,call,No answer
3152,1188,2026-01-30 13:32:00,sms,No answer
908,351,2026-03-18 08:29:00,call,No answer
3778,1437,2026-04-09 10:32:00,call,Promise
6359,2378,2026-03-12 09:07:00,call,Promise
2511,952,2026-03-07 09:56:00,call,No answer
3241,1222,2026-01-24 12:47:00,call,RPC
690,267,2026-04-07 11:23:00,call,RPC
3519,1335,2026-01-20 17:46:00,sms,RPC
2226,842,2026-01-09 18:44:00,sms,No answer
5390,2019,2026-02-09 20:44:00,call,No answer
96,37,2026-01-26 18:43:00,sms,Promise
5364,2010,2026-01-05 11:40:00,call,No answer
469,179,2026-02-23 15:57:00,call,Promise
1274,495,2026-03-29 20:45:00,sms,Promise
2433,921,2026-04-13 09:28:00,email,RPC
5619,2098,2026-03-16 10:20:00,call,RPC
2880,1086,2026-01-13 15:21:00,call,No answer
5587,2090,2026-03-20 15:42:00,call,No answer
1148,444,2026-01-04 09:31:00,sms,No answer
962,373,2026-02-20 15:03:00,sms,RPC
6852,2555,2026-03-24 17:37:00,call,RPC
6528,2438,2026-03-18 12:04:00,call,RPC
148,54,2026-01-15 08:18:00,call,Promise
2863,1079,2026-02-27 10:21:00,email,Promise
1097,420,2026-03-09 15:21:00,sms,RPC
3794,1442,2026-02-25 19:53:00,call,RPC
4026,1525,2026-03-23 13:20:00,call,Wrong number
4460,1688,2026-03-29 09:19:00,call,Promise
6153,2309,2026-02-19 19:18:00,sms,No answer
2409,914,2026-02-03 12:54:00,call,No answer
1201,465,2026-02-18 13:39:00,sms,RPC
6919,2586,2026-02-24 12:52:00,sms,No answer
2336,889,2026-01-22 11:19:00,call,RPC
2859,1078,2026-02-21 09:16:00,call,Wrong number
1765,673,2026-01-10 09:09:00,sms,RPC
649,254,2026-04-12 15:26:00,call,RPC
5699,2130,2026-03-25 12:31:00,call,No answer
5946,2225,2026-02-16 15:00:00,call,RPC
3234,1220,2026-03-29 09:34:00,sms,No answer
5468,2044,2026-02-25 13:16:00,sms,Promise
3112,1171,2026-02-07 08:07:00,call,No answer
2929,1105,2026-03-02 19:52:00,email,RPC
1388,540,2026-03-29 15:14:00,sms,No answer
2601,989,2026-03-11 08:36:00,call,RPC
958,370,2026-01-29 19:43:00,call,Promise
6106,2292,2026-02-22 10:50:00,sms,No answer
2447,926,2026-01-20 19:17:00,sms,Promise
3099,1164,2026-03-08 08:27:00,call,No answer
6265,2341,2026-01-17 09:51:00,email,RPC
819,317,2026-02-10 09:42:00,sms,RPC
1625,624,2026-01-26 14:10:00,sms,No answer
3237,1221,2026-01-18 14:25:00,call,Wrong number
3819,1450,2026-01-12 12:34:00,call,Promise
4353,1642,2026-03-08 17:03:00,call,RPC
1813,690,2026-02-28 18:26:00,call,Promise
5050,1901,2026-03-20 10:11:00,call,RPC
1732,657,2026-02-27 19:18:00,email,No answer
5737,2143,2026-02-09 08:53:00,email,RPC
5232,1961,2026-02-02 09:50:00,email,Wrong number
5250,1969,2026-03-12 13:47:00,call,No answer
4875,1839,2026-03-12 17:47:00,sms,RPC
1752,668,2026-03-17 17:39:00,call,RPC
4578,1732,2026-02-24 15:05:00,call,No answer
4179,1576,2026-02-25 14:33:00,call,No answer
4782,1797,2026-04-08 11:32:00,call,Promise
3978,1503,2026-01-25 10:01:00,call,No answer
5288,1982,2026-02-19 13:15:00,call,No answer
4109,1557,2026-04-04 10:40:00,call,No answer
5556,2077,2026-02-15 13:44:00,sms,RPC
6774,2522,2026-03-12 09:00:00,call,No answer
4407,1664,2026-01-11 13:42:00,sms,RPC
4006,1515,2026-01-09 08:47:00,call,No answer
161,59,2026-03-12 08:14:00,call,RPC
3549,1347,2026-03-25 20:58:00,sms,Promise
1149,446,2026-02-09 20:30:00,call,Promise
5516,2059,2026-02-11 18:48:00,call,RPC
6876,2567,2026-03-12 12:29:00,sms,RPC
2155,817,2026-01-20 16:17:00,sms,No answer
3749,1425,2026-03-04 15:07:00,sms,RPC
4672,1760,2026-01-13 15:45:00,sms,Wrong number
3375,1282,2026-02-01 08:50:00,call,RPC
4237,1598,2026-01-28 15:40:00,call,RPC
288,111,2026-01-02 15:56:00,email,No answer
6761,2516,2026-04-02 13:46:00,call,RPC
3995,1510,2026-01-27 16:13:00,call,No answer
1151,446,2026-02-18 12:31:00,call,No answer
3836,1455,2026-03-07 12:15:00,call,Promise
4219,1591,2026-01-31 18:23:00,call,Promise
2833,1070,2026-03-29 08:33:00,email,RPC
3955,1495,2026-01-31 08:23:00,call,RPC
2762,1044,2026-01-27 09:06:00,call,Promise
5010,1885,2026-01-19 08:15:00,call,No answer
4685,1768,2026-04-10 16:47:00,sms,No answer
4513,1707,2026-01-29 20:39:00,sms,RPC
1667,633,2026-02-26 20:49:00,sms,No answer
5966,2233,2026-02-10 16:41:00,sms,Promise
1358,531,2026-04-01 19:24:00,call,Promise
3683,1398,2026-02-07 18:01:00,call,RPC
309,124,2026-02-23 08:54:00,call,Promise
6019,2261,2026-01-23 11:10:00,call,Wrong number
6728,2500,2026-03-30 13:32:00,call,Promise
3181,1198,2026-04-15 13:55:00,call,No answer
2477,938,2026-02-21 12:20:00,call,RPC
1949,737,2026-01-11 09:14:00,call,RPC
5383,2017,2026-01-15 16:03:00,sms,No answer
1264,486,2026-02-11 12:32:00,call,Wrong number
3582,1360,2026-02-26 17:26:00,call,Wrong number
918,354,2026-03-05 13:33:00,call,Wrong number
1235,478,2026-04-02 17:54:00,email,No answer
169,62,2026-04-04 08:16:00,call,Promise
4531,1712,2026-01-30 09:09:00,call,RPC
6912,2585,2026-03-16 20:21:00,sms,Promise
2857,1077,2026-02-18 19:59:00,call,RPC
4858,1830,2026-03-27 16:09:00,call,Promise
2077,787,2026-01-23 20:34:00,call,No answer
6366,2382,2026-02-08 10:18:00,call,RPC
3594,1365,2026-02-05 10:20:00,sms,Promise
